40000 100000
2 22142 35755
2 17184 34131
2 21208 27596
2 37415 37916
2 39044 7506
2 39744 21408
2 25493 25396
2 9205 18961
2 28856 8523
2 12832 2769
2 24519 12075
2 16901 5201
2 36614 16785
2 8936 4684
2 4342 3406
2 33434 5332
2 39458 30662
2 5787 37497
2 38095 16546
2 22867 18971
2 10760 30104
2 18880 27134
2 18191 1691
2 29563 32582
2 39778 37823
2 31233 2507
2 5633 21405
2 32154 35183
2 35850 16564
2 35988 27213
2 39544 13895
2 4248 341
2 8218 22372
2 37414 26968
2 23191 39068
2 32403 9027
2 18338 3730
2 10899 30742
2 38540 22218
2 34577 15310
2 2101 21800
2 20201 8510
2 15506 34878
2 20231 8972
2 21814 26405
2 38701 22975
2 26238 6767
2 37825 19456
2 2908 7722
2 22867 39402
2 960 9998
2 39098 8886
2 19676 20574
2 37817 22412
2 3498 16313
2 34489 1882
2 3897 23451
2 33969 1844
2 29444 28385
2 10184 10495
2 35617 25286
2 5227 23337
2 12335 17965
2 8071 34275
2 22846 3283
2 8997 24250
2 25776 658
2 14510 23486
2 8432 14503
2 31808 8289
2 23288 27373
2 25452 35162
2 38999 10591
2 19915 30885
2 22184 11912
2 32428 33762
2 7395 24253
2 32557 32833
2 2070 28194
2 3634 5468
2 851 32798
2 563 10593
2 18543 17990
2 7 9264
2 39190 14131
2 35524 12864
2 16651 32973
2 35998 4016
2 24910 23507
2 28819 19203
2 21753 31771
2 21009 8648
2 5960 272
2 20269 33757
2 29910 39284
2 17366 39643
2 28661 14553
2 11369 29254
2 294 20516
2 4948 2194
2 26506 12167
2 14027 7696
2 39085 34664
2 28629 14772
2 7379 20312
2 18963 37936
2 5297 32372
2 19315 32871
2 32488 4881
2 3139 35383
2 35114 11293
2 21144 9126
2 15170 10002
2 27709 4999
2 19815 39900
2 32538 20693
2 14187 30812
2 8877 634
2 38059 18965
2 20116 1128
2 32644 30448
2 37117 19455
2 11885 34639
2 656 18762
2 8508 3578
2 1270 17999
2 22318 1968
2 33839 2506
2 21018 37665
2 25363 34861
2 8375 9621
2 13393 38174
2 19674 28183
2 2100 39202
2 11687 133
2 13215 461
2 21043 10517
2 17786 17470
2 4342 6302
2 24971 16883
2 15244 10251
2 39010 21310
2 38207 25889
2 15276 26713
2 32649 6494
2 16599 26065
2 26407 24834
2 5003 11571
2 30663 25429
2 30835 29668
2 18943 5110
2 22335 23693
2 9647 37099
2 1348 30614
2 16729 24824
2 18550 31488
2 200 33694
2 18694 25689
2 9350 27585
2 37171 24646
2 15447 38933
2 2747 17268
2 32934 859
2 27264 3196
2 3326 32825
2 2362 29839
2 38751 27604
2 758 13289
2 22301 33182
2 23765 830
2 30585 29370
2 29845 29233
2 24752 17331
2 5530 15209
2 35452 7752
2 27775 443
2 30607 28436
2 36135 5464
2 4711 35649
2 819 18937
2 4620 13618
2 18083 10647
2 15009 13802
2 26809 13952
2 9109 10170
2 13643 25442
2 27395 30755
2 1747 6696
2 10447 24981
2 1282 38139
2 5263 34910
2 6969 37357
2 23413 31653
2 29198 5570
2 37779 2008
2 39675 16147
2 8229 28492
2 18434 9634
2 38458 8988
2 34723 28156
2 18484 11608
2 3170 37371
2 3733 17210
2 25403 38206
2 25761 2233
2 18062 38918
2 32647 24842
2 13290 35711
2 15388 2597
2 7913 31492
2 17235 35929
2 11192 34544
2 12147 8563
2 28270 14044
2 38168 14382
2 3550 11063
2 6611 10689
2 17884 1077
2 24906 34118
2 21262 16726
2 6168 9576
2 35526 11582
2 32739 37644
2 6101 10376
2 13152 11897
2 7548 19158
2 19153 3180
2 37197 15296
2 2738 146
2 26760 10174
2 32635 37726
2 15535 4070
2 6652 6457
2 34529 27613
2 26995 36361
2 20313 38320
2 21839 12464
2 29481 4984
2 23727 38933
2 30487 15844
2 20013 7356
2 13543 35320
2 38361 24690
2 22804 34426
2 21634 13293
2 19251 1970
2 36210 37037
2 18776 31769
2 25622 32924
2 22529 38230
2 39245 27131
2 10961 38704
2 27270 16022
2 28065 2166
2 36075 24213
2 11665 19351
2 4272 30501
2 29329 4800
2 13190 9498
2 5932 10082
2 34449 26221
2 12681 2300
2 37678 12825
2 35059 13203
2 28936 17616
2 4052 38239
2 7196 36419
2 15175 36903
2 38860 15758
2 35383 29011
2 12462 15481
2 37571 11803
2 22211 12016
2 32220 14249
2 16405 30057
2 35138 16568
2 2735 8970
2 19393 1712
2 38329 7664
2 11218 29433
2 19556 18267
2 39781 31775
2 16256 30810
2 13425 21225
2 12917 19133
2 22915 56
2 13212 19580
2 7767 39324
2 3083 29954
2 14226 13994
2 31109 9722
2 37500 23968
2 2716 38999
2 8303 34991
2 28158 26258
2 37537 1788
2 34373 6853
2 12641 14863
2 27221 7933
2 11438 39336
2 15212 13191
2 11418 32114
2 10238 24382
2 24818 25850
2 12432 9555
2 28646 15261
2 24988 1208
2 18807 32486
2 29163 36176
2 13028 20129
2 38435 32280
2 10263 13135
2 2863 12431
2 6768 15086
2 26044 17002
2 741 3314
2 12511 5875
2 881 13424
2 36045 14800
2 16460 2661
2 34993 9256
2 9805 39349
2 17114 15834
2 29003 32346
2 15106 9369
2 18425 38059
2 17201 5574
2 25291 36631
2 27114 634
2 21232 8296
2 39109 12692
2 11284 12398
2 24655 34405
2 34785 542
2 17672 35373
2 1042 22834
2 2319 31013
2 39115 8025
2 38304 14359
2 28225 33648
2 12603 27704
2 6102 2546
2 336 10309
2 38326 19026
2 30226 17441
2 11305 25977
2 2200 6914
2 20677 1188
2 24125 11983
2 6120 21092
2 18243 1797
2 3005 27735
2 39323 15034
2 37904 7127
2 35784 20777
2 35490 27851
2 19512 32665
2 28292 39220
2 498 22688
2 8416 5235
2 12007 33422
2 13643 8084
2 2615 21591
2 38575 25771
2 20239 13
2 18039 7584
2 29235 7209
2 21781 23224
2 31105 27830
2 14113 5743
2 15251 17577
2 18732 12550
2 16961 16230
2 6946 5558
2 38774 13585
2 10032 24099
2 28123 21172
2 18460 27873
2 600 29482
2 39857 27878
2 15405 27495
2 19997 24664
2 32336 9506
2 4945 34697
2 39624 33759
2 1931 35830
2 25410 6176
2 37151 8918
2 15035 17684
2 34504 26349
2 35998 27084
2 31917 11774
2 29778 37949
2 18622 31640
2 3659 591
2 13497 36330
2 5296 36283
2 15671 28853
2 30038 24208
2 21447 32410
2 8805 1744
2 31968 7611
2 11641 5047
2 22763 14725
2 38769 39427
2 17454 9826
2 20184 35277
2 27282 10761
2 15216 37469
2 39028 24731
2 4678 474
2 27263 29933
2 16392 18419
2 29357 11844
2 826 12263
2 5067 39544
2 3921 7168
2 31897 3283
2 5479 7917
2 10523 34833
2 1137 14445
2 15061 11160
2 11209 11585
2 5815 5538
2 31918 7462
2 32925 32201
2 36347 14299
2 24462 14441
2 24141 19646
2 9632 31404
2 22043 34065
2 3091 14666
2 23082 33314
2 10483 7312
2 24138 15665
2 10213 11037
2 12988 12650
2 36405 2533
2 12099 27328
2 22801 28102
2 19858 6336
2 1290 27551
2 2669 31680
2 31995 33954
2 7241 2948
2 33129 18326
2 31791 20782
2 8614 12047
2 24437 29677
2 26938 29951
2 14550 16161
2 24265 31218
2 5906 36842
2 24668 30366
2 26770 28766
2 26336 16374
2 20746 12499
2 27552 18583
2 12907 36007
2 38929 4020
2 28683 38911
2 6480 494
2 31069 7680
2 31070 25907
2 23776 9652
2 39789 3286
2 38668 39032
2 31420 1671
2 6397 17721
2 18086 11687
2 20395 1513
2 5524 20891
2 31792 724
2 28832 33815
2 38287 35350
2 16058 27575
2 34805 19362
2 15286 26730
2 24078 39158
2 12726 10101
2 37406 11291
2 3867 39284
2 23767 27577
2 1710 2015
2 19890 17711
2 35394 16064
2 12319 7676
2 26274 4627
2 33702 15285
2 16592 21088
2 15320 36529
2 34743 8175
2 10148 37760
2 32866 8296
2 35597 39842
2 33150 16402
2 16895 13656
2 9584 34321
2 31557 37382
2 32887 31956
2 33439 36098
2 1579 12314
2 29777 27069
2 2254 7964
2 16990 32712
2 16363 7572
2 10191 30013
2 17124 3635
2 29956 33237
2 631 36202
2 24511 15377
2 8288 12981
2 33901 445
2 9113 27142
2 15303 35713
2 33669 4531
2 35350 17636
2 35881 36883
2 7313 27448
2 26053 16380
2 6821 38961
2 30884 11252
2 36203 4604
2 39335 3071
2 24597 29356
2 17175 20218
2 30063 24691
2 22957 10970
2 30972 31987
2 7885 9219
2 28576 34518
2 2345 639
2 15493 33668
2 17540 9773
2 25654 27762
2 27425 35930
2 14558 514
2 16523 23358
2 17684 10860
2 11858 39621
2 37254 20658
2 4086 21801
2 34725 9907
2 26291 4585
2 2607 10600
2 28519 11259
2 9981 10934
2 8552 15243
2 33432 38075
2 31456 28735
2 26532 25388
2 8453 33954
2 15457 28447
2 12755 11532
2 17533 25052
2 16732 36861
2 20852 8358
2 3553 362
2 1475 14922
2 11112 29759
2 19862 24451
2 5017 27249
2 14591 3239
2 32105 30967
2 22064 35813
2 15671 35595
2 13068 35947
2 1325 21059
2 33195 22518
2 31965 20821
2 7813 25549
2 24121 19768
2 12483 7624
2 26715 759
2 14540 21688
2 27430 15418
2 19219 33080
2 14170 20596
2 5216 16029
2 31984 8665
2 36964 5659
2 1729 1069
2 13003 21349
2 10464 15872
2 7248 20902
2 24540 2032
2 3382 14498
2 24630 408
2 6653 11801
2 14198 22910
2 2659 39221
2 21886 24159
2 4680 11945
2 11733 32113
2 17258 38220
2 11306 30411
2 26594 8959
2 10477 921
2 21823 789
2 1564 19327
2 31950 36897
2 20506 29833
2 31496 20349
2 23644 21546
2 34505 22431
2 25416 7856
2 4675 33404
2 39432 37470
2 34099 200
2 35685 12241
2 37164 10166
2 28111 8759
2 39066 11972
2 22035 991
2 38532 36866
2 36746 26372
2 24274 34507
2 30661 1483
2 4382 35423
2 1893 1376
2 1523 37363
2 22354 13787
2 10 7394
2 22043 33185
2 15034 38218
2 34864 8286
2 11830 14081
2 35268 36468
2 1037 6143
2 19858 8571
2 38260 11339
2 2401 850
2 30445 10796
2 8414 2055
2 30966 23813
2 22801 15856
2 9842 24825
2 29965 1765
2 34683 31807
2 6015 9977
2 3723 16045
2 1706 8843
2 28243 33654
2 5709 6492
2 4499 12715
2 2324 469
2 38583 9734
2 2510 16272
2 21779 20577
2 29021 23676
2 29502 8337
2 12666 21657
2 10144 19773
2 9074 4452
2 17238 21667
2 5462 13476
2 19537 7141
2 1863 6693
2 39422 14324
2 160 17086
2 24261 25472
2 4540 16007
2 35751 23810
2 23439 33231
2 3481 10609
2 7179 10690
2 12343 31024
2 29321 17877
2 9828 1031
2 7722 10941
2 30711 10259
2 39602 254
2 33032 39434
2 29099 18750
2 1977 10574
2 9420 31483
2 6921 16971
2 36625 17529
2 23758 34191
2 24605 33532
2 12598 2765
2 4701 29102
2 25458 38655
2 569 16474
2 36419 16122
2 5831 37821
2 33365 6200
2 26680 36052
2 5173 14978
2 17077 26559
2 23090 33394
2 29646 4437
2 1723 1157
2 12165 26050
2 15386 34679
2 10137 20435
2 29011 38163
2 4876 2569
2 23484 29019
2 33110 20560
2 37177 7695
2 37652 20358
2 9841 26352
2 113 25147
2 2067 1920
2 3526 38215
2 9126 23766
2 8532 25090
2 29936 3802
2 9715 33286
2 14401 24518
2 27648 37458
2 30442 1923
2 2683 6553
2 27930 31357
2 19470 32113
2 19297 7897
2 22829 29164
2 3759 18898
2 18034 11111
2 33395 25949
2 2353 1554
2 16198 19430
2 9279 869
2 16088 4682
2 9215 30280
2 2146 30727
2 23439 5891
2 13380 18341
2 3942 10887
2 29416 15822
2 14261 13093
2 29012 35109
2 21486 11408
2 27398 12936
2 37816 8683
2 6590 23102
2 38080 7045
2 24247 37461
2 36391 24262
2 13975 36684
2 4948 1063
2 28016 18390
2 39970 23839
2 9236 25090
2 13365 37698
2 1452 1512
2 13884 324
2 32548 34877
2 8296 39036
2 16393 32759
2 6294 23726
2 21630 22797
2 36199 7958
2 16759 23911
2 1067 36243
2 15159 28256
2 30077 12131
2 25372 15192
2 17257 32698
2 38692 18874
2 39690 23061
2 38482 25779
2 25084 9411
2 16864 33848
2 602 17583
2 29950 30986
2 26025 32314
2 10061 34490
2 6476 18489
2 4880 7709
2 30547 16555
2 28920 2883
2 5575 31618
2 775 20715
2 37233 29028
2 38102 2770
2 39089 3255
2 20784 5303
2 30994 34823
2 28846 11846
2 32687 39514
2 37263 7840
2 32505 35412
2 19822 4943
2 18438 7218
2 24083 1893
2 23255 5228
2 18062 25804
2 20171 38427
2 22105 25915
2 6771 34351
2 9916 17422
2 24431 3374
2 38432 24820
2 14634 29336
2 6352 29630
2 25559 8251
2 5825 34839
2 27725 36553
2 12852 18431
2 10329 1403
2 20987 23295
2 38416 10745
2 17418 21467
2 7274 20558
2 20678 12834
2 15586 20798
2 13667 9334
2 9566 24594
2 18121 30796
2 20695 34463
2 8930 28086
2 8666 25920
2 27435 22123
2 7405 5554
2 7100 14883
2 26791 5643
2 9337 11418
2 34633 27736
2 33189 8989
2 4666 37259
2 11235 32014
2 7294 8863
2 15661 26980
2 11824 6217
2 11134 20077
2 36387 28330
2 24679 12885
2 31154 26022
2 37255 15794
2 16605 33190
2 16868 8668
2 27077 1315
2 18610 23286
2 26420 2354
2 13531 326
2 27037 13992
2 10417 20169
2 35918 34018
2 34115 1164
2 38212 27229
2 16108 3548
2 1439 34956
2 2920 32160
2 4435 34481
2 23583 7309
2 7238 19348
2 6639 9946
2 14284 31364
2 39225 1754
2 12536 2699
2 39997 19887
2 11684 39169
2 29143 26976
2 7802 17558
2 30568 22635
2 22571 15930
2 9017 9673
2 23958 25475
2 28679 17047
2 33189 2164
2 36369 3746
2 22539 17008
2 30565 6185
2 5891 19004
2 8319 9984
2 34706 15998
2 20930 26416
2 17346 37847
2 15378 10255
2 23426 2118
2 38727 17497
2 28769 1818
2 3695 18883
2 34036 4398
2 8144 20125
2 38195 21606
2 2948 36469
2 17232 8817
2 7401 622
2 18207 26699
2 39753 30051
2 31324 16571
2 32002 35414
2 39664 34544
2 18967 32294
2 20333 20206
2 15893 3760
2 33722 34559
2 35660 26886
2 12550 624
2 29861 37580
2 28444 7997
2 5634 31255
2 14638 24633
2 11226 10972
2 8987 24889
2 16302 33491
2 36556 4008
2 20386 39484
2 8859 9390
2 11776 3870
2 25050 13969
2 21457 12065
2 13713 29846
2 28576 8033
2 16913 22521
2 16928 29872
2 14825 14325
2 3594 4033
2 27007 23620
2 37346 21183
2 30129 24925
2 2053 29707
2 38064 12176
2 8180 10675
2 21370 79
2 10009 37555
2 21629 26089
2 34997 22587
2 38505 12538
2 19433 4181
2 5302 32211
2 26350 32006
2 20221 28560
2 14457 4460
2 17892 35526
2 924 32332
2 3745 33480
2 13030 11442
2 678 9892
2 17693 3818
2 9572 13248
2 23370 3437
2 33811 2146
2 10675 19335
2 9753 8522
2 17491 995
2 21060 1843
2 18078 5867
2 9221 25187
2 35290 27891
2 18947 22186
2 9981 22711
2 35155 21101
2 31358 3661
2 34408 8502
2 103 25519
2 32513 32989
2 25188 2211
2 29092 11461
2 24365 10022
2 38282 35578
2 34553 1141
2 19905 37997
2 3683 1889
2 15274 17725
2 24468 20468
2 27069 29395
2 21813 9144
2 24152 15013
2 14561 27478
2 12863 21464
2 24342 36692
2 30829 17113
2 35903 36245
2 5427 18731
2 22997 25299
2 32039 31969
2 19547 30226
2 29007 35191
2 22100 8328
2 15670 22492
2 3546 10950
2 9509 21980
2 469 32295
2 19495 16895
2 25238 22621
2 21576 30197
2 17306 18320
2 26841 984
2 7055 3341
2 29877 10519
2 29299 28638
2 24532 22024
2 7855 21015
2 2284 8817
2 38361 17340
2 23504 39868
2 25523 1018
2 28917 4329
2 7861 5417
2 10262 20531
2 12019 25552
2 32396 14421
2 9865 29480
2 21687 25422
2 13537 7820
2 18073 1302
2 7632 15382
2 16569 5650
2 37707 6275
2 4042 8592
2 22132 12508
2 9759 19396
2 10589 34902
2 5048 24548
2 16626 20838
2 18602 12747
2 30478 12846
2 31343 5622
2 22062 5958
2 13715 32511
2 20534 9199
2 12237 198
2 33184 37290
2 10927 10303
2 29175 26281
2 1667 23876
2 20519 24218
2 26076 12102
2 28248 25891
2 33819 31919
2 4397 25731
2 12966 5717
2 24712 4939
2 16381 38098
2 18267 10785
2 19834 34207
2 38522 27884
2 11329 18597
2 32772 3365
2 33797 22025
2 9227 24731
2 30073 13386
2 27437 2820
2 31245 12040
2 24196 28942
2 18639 2793
2 629 5887
2 25722 12446
2 22646 15922
2 3921 35545
2 39145 32991
2 38863 25747
2 6565 6398
2 4255 4454
2 14540 20158
2 11171 18003
2 28054 31520
2 28769 25560
2 35105 6717
2 38221 30374
2 29129 2586
2 21807 11516
2 34444 31526
2 26343 30308
2 22528 36563
2 22817 34272
2 20595 22442
2 30833 3295
2 17301 31560
2 30500 4714
2 18140 7758
2 22715 8722
2 1517 20658
2 2849 14655
2 6687 38801
2 29412 16132
2 37069 6401
2 38742 34716
2 22418 4651
2 4806 12752
2 33224 29482
2 30523 19845
2 3964 2991
2 29605 38974
2 154 15551
2 18221 21501
2 19445 22502
2 27425 28242
2 37839 20323
2 4892 12319
2 5924 22405
2 32801 22888
2 36057 26273
2 32634 28822
2 21997 10303
2 3985 21574
2 26418 5682
2 27193 16541
2 10 14167
2 24238 38996
2 12343 15127
2 21463 30735
2 5701 8953
2 27132 3201
2 23239 38885
2 23328 9896
2 179 6703
2 4859 37186
2 22640 15948
2 17834 36706
2 35897 2970
2 23376 31296
2 6146 23918
2 36106 14122
2 17512 26905
2 14737 7832
2 29678 30718
2 13308 9827
2 8117 34320
2 7201 33423
2 9758 27078
2 30756 36041
2 25407 2872
2 19069 2317
2 36639 14204
2 11542 39146
2 8306 9608
2 9507 25914
2 2666 30930
2 2163 34851
2 23324 2574
2 13890 39886
2 39623 1685
2 34160 37082
2 17423 7364
2 27828 37888
2 14576 33170
2 19973 15360
2 13201 21305
2 37914 33673
2 33784 31017
2 39637 27723
2 10088 10633
2 30506 8688
2 15452 6125
2 23374 25405
2 29785 4036
2 30050 27373
2 3549 810
2 9612 26794
2 34526 25156
2 15095 34498
2 15365 8082
2 25737 32974
2 36066 18900
2 37235 39182
2 2829 4198
2 11949 15618
2 2571 10975
2 18126 7911
2 18833 23440
2 16229 39318
2 27978 11284
2 29797 17218
2 12616 834
2 31915 18893
2 26492 34347
2 33465 15981
2 33529 10891
2 23276 21279
2 3514 38658
2 3083 9654
2 23331 31988
2 7728 20430
2 9286 24607
2 30197 32934
2 13812 22008
2 32824 4753
2 22763 2184
2 20925 511
2 28847 6568
2 3755 28231
2 2777 26227
2 9544 31920
2 3196 25498
2 22414 21046
2 6692 20830
2 9921 17778
2 8678 32506
2 24467 30282
2 1123 38711
2 16228 11007
2 29761 3214
2 20974 26928
2 32974 10803
2 34832 1253
2 28537 9726
2 36307 497
2 38614 8805
2 35676 24232
2 27619 39312
2 32461 380
2 15361 28230
2 23110 4081
2 25148 2359
2 25474 713
2 4216 3667
2 38842 27575
2 4130 22276
2 9431 16954
2 12231 10993
2 33271 27953
2 3343 23644
2 6069 1625
2 39347 5274
2 37084 15407
2 1451 24240
2 24836 23933
2 37576 14617
2 27949 11120
2 14778 23687
2 33274 20194
2 7733 23616
2 32266 8351
2 23829 21452
2 9543 6782
2 23023 14711
2 16856 14981
2 28552 21798
2 2337 6308
2 7462 32402
2 4912 15443
2 35681 10096
2 13518 28070
2 19547 18226
2 23010 37274
2 29559 19010
2 26220 15543
2 33323 22705
2 14262 4072
2 5878 15509
2 33207 12624
2 39174 33219
2 25886 12805
2 23274 37665
2 29615 35598
2 3331 17180
2 22538 12457
2 3683 20139
2 10565 18409
2 10333 34226
2 17260 15271
2 1360 37157
2 8121 8950
2 21610 25821
2 16904 36145
2 22818 38008
2 12638 20117
2 38366 33372
2 38629 5223
2 33436 11161
2 34020 39795
2 38170 1781
2 38439 7619
2 13216 12294
2 28680 7740
2 23049 21272
2 11968 6840
2 2100 7942
2 29147 18933
2 26136 34222
2 7114 11345
2 27466 11755
2 32782 22130
2 16403 24419
2 30695 29133
2 38510 38421
2 24811 1013
2 4830 36483
2 26678 13190
2 27464 19149
2 37848 13504
2 27374 25960
2 34235 13905
2 35378 9298
2 38814 37073
2 11863 21153
2 1940 24047
2 7246 32318
2 14415 20637
2 29843 1960
2 25949 26657
2 3009 38608
2 5139 2581
2 13316 7510
2 15428 30651
2 8457 21118
2 18118 834
2 8363 24231
2 36916 36614
2 306 12070
2 27646 8694
2 17225 25082
2 38762 13763
2 20583 7736
2 13157 28132
2 29693 28968
2 13301 10141
2 8022 16737
2 7529 9344
2 22239 18973
2 815 24974
2 39298 4164
2 38480 30016
2 38768 28335
2 26007 32135
2 28657 181
2 10651 17475
2 15588 36441
2 22430 38736
2 34203 3993
2 27064 11112
2 8250 33813
2 2892 26462
2 24145 800
2 18800 34104
2 34876 25711
2 38439 3234
2 14557 25379
2 17427 235
2 2998 26038
2 18785 8230
2 22007 28406
2 28090 31812
2 7263 21348
2 16807 6639
2 38808 3815
2 14975 37145
2 39713 31042
2 7412 39872
2 27968 22139
2 29982 30677
2 6809 6133
2 14092 29282
2 38103 25883
2 8261 17672
2 22468 254
2 16377 5253
2 10361 11700
2 6003 26039
2 33512 9765
2 16546 6580
2 9151 23252
2 24624 1625
2 6659 28337
2 24239 34220
2 18369 11023
2 5152 14259
2 39947 9754
2 29437 34080
2 11660 17406
2 33369 23485
2 9927 20706
2 23913 15047
2 13444 18631
2 36048 15995
2 22656 6132
2 6437 36536
2 36364 5314
2 30690 24448
2 26956 9782
2 1433 33613
2 14164 24111
2 19619 7236
2 6965 1934
2 32400 33617
2 13378 10535
2 18856 26012
2 16344 7285
2 8643 22601
2 18869 20791
2 30876 8013
2 34914 16383
2 35593 34887
2 33013 31366
2 20152 13228
2 17795 29131
2 32957 34592
2 23515 30466
2 29603 23391
2 10439 5994
2 29559 4552
2 24119 31731
2 21448 11736
2 35244 22916
2 5092 23758
2 8193 32808
2 39429 22912
2 13440 11529
2 17546 33091
2 28051 13817
2 1614 12900
2 29232 26457
2 20438 25423
2 26267 38352
2 31158 2593
2 6673 14447
2 10732 21440
2 6069 37723
2 38533 13318
2 9965 11398
2 2807 35749
2 5514 34769
2 13832 30613
2 10896 27067
2 34666 15550
2 35177 24244
2 20697 20127
2 18465 17816
2 18368 33450
2 39661 37265
2 4921 1481
2 7650 10597
2 25369 7389
2 35543 29149
2 34122 18069
2 21140 120
2 29670 18889
2 37913 3207
2 26136 20065
2 9174 15202
2 30012 30904
2 23248 27161
2 14716 24527
2 20368 39328
2 9023 26988
2 39219 37650
2 14681 9653
2 31093 37499
2 31779 9056
2 16174 35250
2 14949 26604
2 6635 5519
2 10462 32657
2 3953 24747
2 19553 25832
2 18403 12189
2 25981 4062
2 1750 38819
2 38933 1038
2 10951 7080
2 37993 28668
2 22957 7390
2 24800 13227
2 1814 16638
2 36587 13297
2 29533 8134
2 4782 18685
2 17456 37017
2 10634 19013
2 1102 38962
2 12204 11497
2 19712 38494
2 27720 1947
2 15651 12207
2 22980 5476
2 35891 37334
2 10024 6782
2 26495 23884
2 2951 39877
2 353 5269
2 11647 5948
2 3128 36025
2 22502 10056
2 33744 39116
2 31653 29586
2 18942 21393
2 32665 26993
2 10178 13712
2 31153 14688
2 36778 20441
2 33692 8783
2 31814 4909
2 33844 16256
2 7622 29356
2 23752 38720
2 32808 24538
2 6347 19682
2 4270 4414
2 14306 7831
2 4943 17765
2 38860 3257
2 20034 31479
2 20774 19609
2 21301 4022
2 7471 11068
2 14365 6277
2 3804 12392
2 39382 2571
2 34652 19697
2 4004 27954
2 19923 22692
2 9331 3659
2 28325 11133
2 33158 35322
2 26479 8132
2 36105 18424
2 10421 8675
2 15798 5744
2 257 34433
2 16853 23089
2 7456 27941
2 20220 18437
2 9352 28053
2 31472 15945
2 4903 22730
2 12289 4754
2 16341 29927
2 11155 20989
2 19213 36123
2 35975 35054
2 30520 38412
2 3420 2915
2 3485 19874
2 26794 24112
2 4094 32252
2 19637 17312
2 24725 7841
2 24470 20052
2 14587 7884
2 7518 7687
2 23610 25497
2 21945 8582
2 36913 15231
2 33856 6024
2 30991 18964
2 1661 10282
2 25907 10051
2 23398 15284
2 32777 9561
2 21169 38799
2 8146 10071
2 31168 37743
2 24481 34406
2 21062 23068
2 38753 18937
2 27733 26168
2 24221 37102
2 39263 33204
2 27322 21125
2 29429 37408
2 27963 34335
2 27614 24066
2 37433 35989
2 30214 24040
2 28727 14845
2 6461 13313
2 4212 35393
2 17725 5150
2 20256 23396
2 38105 37011
2 33528 9347
2 7276 31980
2 6305 13363
2 14564 17274
2 22785 39505
2 2457 39946
2 14717 19148
2 341 9455
2 27117 28850
2 26287 39425
2 28827 21954
2 31142 38248
2 11794 20623
2 39204 6770
2 21011 24709
2 20477 29996
2 11521 2834
2 16132 9799
2 11229 35254
2 2031 17067
2 23834 38768
2 17078 26579
2 1594 16488
2 29857 14882
2 38719 37969
2 29797 36813
2 17972 8779
2 3181 13062
2 28440 17907
2 34074 908
2 8578 21227
2 15219 9444
2 36668 21985
2 23605 8351
2 38778 30028
2 36386 27856
2 28664 21724
2 35621 12484
2 24400 33474
2 37741 13520
2 21036 28712
2 33980 2118
2 2484 33375
2 36041 5288
2 21544 14555
2 3793 13023
2 29181 27779
2 8585 1412
2 21926 22018
2 28358 29212
2 15165 21482
2 13188 8687
2 5902 3959
2 17428 39639
2 23431 19938
2 22198 14861
2 37995 5281
2 8958 9265
2 27332 19241
2 34289 8871
2 10688 1437
2 35697 31803
2 9400 15300
2 11107 18469
2 1210 4120
2 13641 24022
2 20786 2863
2 14958 38063
2 5594 2131
2 7786 36056
2 17075 33671
2 10335 21037
2 3510 26836
2 26882 35186
2 34804 24163
2 19733 28578
2 1391 23747
2 20193 9701
2 1399 34199
2 4477 29894
2 39430 22626
2 28510 3570
2 9514 28579
2 11448 38667
2 25013 35978
2 29276 12267
2 36197 30482
2 32640 13158
2 10421 35528
2 31340 20695
2 32292 2639
2 34933 21956
2 14464 24593
2 26248 19851
2 6736 29090
2 15645 15457
2 852 26464
2 9219 10463
2 38912 11046
2 29249 8109
2 21306 11694
2 29450 37705
2 15884 22892
2 9415 31374
2 22653 23863
2 29760 24766
2 23207 120
2 31801 12117
2 11615 21199
2 12045 12128
2 12034 16003
2 15053 18887
2 4986 14662
2 26037 28875
2 39325 6628
2 9442 29460
2 27694 28783
2 18692 38805
2 3355 4870
2 20612 14874
2 28436 10592
2 176 29268
2 579 10839
2 16169 27544
2 31881 38951
2 25258 28396
2 3605 948
2 39116 15280
2 1544 26102
2 28268 32556
2 9260 2391
2 13184 20933
2 13076 8826
2 32558 13755
2 4845 39118
2 2921 29355
2 12728 39080
2 27410 38574
2 23094 2140
2 20780 3994
2 39376 32814
2 31701 21668
2 5161 38245
2 14037 30600
2 20871 25955
2 33198 14502
2 29153 5657
2 24205 16060
2 1842 33285
2 10156 3432
2 321 9845
2 16217 34600
2 27641 7755
2 11457 1718
2 25490 23735
2 31408 8518
2 6357 27989
2 36126 27760
2 34490 35277
2 24976 37653
2 32048 17665
2 2659 14866
2 9951 31909
2 18120 8256
2 13078 38050
2 24621 37035
2 32047 15102
2 35424 848
2 39832 10561
2 6411 3795
2 13202 6235
2 36700 34332
2 14066 28918
2 8062 39128
2 11253 18713
2 16920 29000
2 13858 7587
2 7769 25747
2 23856 10014
2 9828 16874
2 22725 7513
2 4400 35508
2 7280 32821
2 27614 4280
2 174 20248
2 23444 9629
2 36817 6782
2 22624 8360
2 33156 30401
2 31302 30185
2 11329 17727
2 35605 15389
2 4872 24427
2 7804 14699
2 30655 31402
2 35673 6128
2 12394 26246
2 14257 21246
2 786 26447
2 577 37693
2 6092 38973
2 28013 28735
2 34402 19515
2 23987 18860
2 20471 17930
2 20644 29677
